,text,subject,type,level,original_filename,language,doc_id
26,"[SUBJECT]informatique [TYPE]principal [LEVEL]2 30 12 2016 2ème t duree 2heures horaire 8 10 lyceesecondaire informatique sadok feki sakiet eddeyer 3 n 1 note 20 mkaouar laila theorique nom prénom n exercice n 1 2 points nb ord a)65 donne partie déclaration objets progra const cl type materiel souris clavier webcam flashdisk microphone tab array c of real var m materiel t tab b e integer test boolean c1 char ch1,ch2 string donner résultat instructions instruction evaluation m flashdisk m round(2.6 trunc(2.5 5 mod 3 b succ ord souris b c1 chr ord w c1 val e test tech tech and e 5 test ch1 bonne chance delete ch1 4 length(ch1 3 ch2 concat ch1 tr chr(97 succ u chr(97 c ch1 ch2 t 20.00 t b t 5 t c t b 2 t c exercice n 2 3points partir instructions ci-dessous calculer valeur x donner type instruction valeur x type x c5 d6 p8 q3 x non c d p q ch ordinateur p pos(pe type x sous_chaine ch p 4 n long lenom x succ chr n60 x cahier efface x 1 2 x arrondi 3.24 abs(-5.72 ord b x contact nat ch ur p tronc(4.95 x insère ch x p n 1 théorique)(2èmeti décembre 2016 exercice n 3 5points tableau t1 t1 football basketball volleyball handball tennis 1 déclarer tableau t1 analyse 2ème 1 2 3 4 5 formulation 1 pt 2 souhaite remplir tableau t2 composé 5 cases contenant caractère chaines tableau t1 donner affectations remplir tableau t2 1.25 pts t2 1 3 compléter traçage tableau t2 contenu 1.75 pt 4 déclarer tableau t2 analyse 2ème formulation 1 pt exercice n 4 3 points algorithme 0 début essai 1 ecrire donner chaîne lire ch 2 p position ch 3 ch1 sous_chaine ch 1 p-1 4 effacer ch 1 p 5 ch2 ch 6 convch ord ch1 long ch1 div 2 x 7 convch ord ch2 long(ch2 div 2 8) mp x 9 ecrire mp 10 fin essai objet nature type 1 dresser tdo algorithme 0.5pt travail demandé n 1 théorique)(2èmeti décembre 2016 instructions écrites gras italique n 1 n 9 1pt 2 traduire pascal 3 exécuter algorithme cas ch mohamed ali 1.5 pt exemple instruction p ch1 ch2 x mp 2 3 ch mohamed ali 4) 5 6 7 8) exercice n 5 7points ecrire analyse tdo algorithme nommé décryptage décrypter mot correspondant partir chaîne numériques 8 caractères saisie formée codes ascii 4 lettres majuscules saisit chaine ch 73787079 exemple progra affichera co résultat mot résultat info 73 code ascii lettre 78 code ascii lettre n 70 code ascii lettre f 79 code ascii lettre 4pts analyse n 1 théorique)(2èmeti décembre 2016 déduire tableau déclaration objets t.d.o correspondant analyse t.d.o 1pt nature type objet 2pts algorithme n 1 théorique)(2èmeti décembre 2016",informatique,principal,2,Devoir de Synthèse N°1 - Informatique - 2ème TI (2016-2017) Mme MKAOUAR.pdf,fr,135bf298-b1f2-4b81-990f-fd9dee6ebc43
27,[SUBJECT]informatique [TYPE]principal [LEVEL]2 exercice 1 8 points algorithme 0 début inconnue 1 ecrire donner chaine lire ch 2 s 0 répéter non ch1 0 9 efface ch 1 1 valeur ch x e e 0 r e valeur sous-chaine ch 1 e-1 x e efface ch 1 r-1 ch fin s s x fin jusqu ch 3 ecrire s 4 fin inconnue sachant ch 6 8 10 69 3 1 progra affiche 2 algorithme problème 12 points ecrire analyse déduire algorithme progra intitulé nombre remplir tableau t n caractères sachant 3n30 caractère donné lettre alphabétique chercher afficher nombre lettres majuscules nombre lettres minuscules tableau exemple n5 t h t f g 1 2 3 4 5 progra affiche nombre majuscules 3 nombre minuscules 2,informatique,principal,2,Devoir de Synthèse N°2  - Informatique   - 2ème Informatique (2011-2012)  Mme Souissi Hanen .pdf,fr,a653eb6b-1446-4a46-8ee5-8dd97ab10bc6
28,[SUBJECT]informatique [TYPE]principal [LEVEL]2 l. ibn el haythem jabri a. 2ème ti 1 27 mai 2009 synthese n 3 informatique exercice n 1 2.5 points compléter pointilles termes adéquats module .ou un(e .peut retourner résultats un(e .ne retourner quun résultat type simple exercice n 2 2 points fonction def fn inconnu t w n entier e entier ok faux repeter i1 jusqua t e n t e ok vrai finsi inconnu ok fin inconnu nom prénom note s examens www.kiteb.net compléter vides pointillés fonction 1pt b expliquer rôle fonction 1pt 1 http:b-mehdi.jimdo.com exercice n 3 2.5 points ecrire analyse dune fonction intitulée elimine déliminer chaine caractères caractères non alphabétiques résultat fonction chaine caractère exemple chaine 1ajm3y devient ajmy problème 13 points n veut écrire progra intitulé triangle remplir tableau t n chaînes caractères 2 n 10 chaîne nombre caractère supérieur égal indice tableau afficher élément ti tableau premiers caractères chaîne exemple t tableau 5 chaînes caractères progra affichera b so pro grav mémoi taf analyser problème décomposant modules analyser modules déduire algorithme progra principal modules t bit souris processeur graveur mémoire 1 2 3 4 5 s examens www.kiteb.net 2 http:b-mehdi.jimdo.com,informatique,principal,2,Devoir de synthèse N°3 - Informatique - 2ème Info (2008-2009) 2.pdf,fr,6698335f-db2a-496a-bba6-103afd187ff8
29,[SUBJECT]informatique [TYPE]principal [LEVEL]2 niveau 2ème technologie durée 2h coef 3 ibnou khaldoun sbz informatique enseignant azri h. nnoottee synthese n 3 20 nom prenom n noter bien réponses exercices n 1 2 3 faites feuille examen remise fin épreuve travailler exercice n 4 double feuille exercice n 1 5 points question cocher x réponse 2 connecter internet faut 1 connecter internet faut abonnement fsi webcam imprimante modem 3 ftp service internet permettant 4 mot web synonyme mot internet recherche informations vrai discussion abonnés faux téléchargement fichiers 5 servent forums messages électroniques échangés instantanée utilisateurs internet lorsqu utilise service 6 lire articles journaux échanger idées sujet donnée courrier électronique abonner revue irc internet relay chat forum discussion 7 appel -t -on adresse électronique accéder services internet 8 service internet prendre ordinateur distant telnet adresse ip ftp adresse courrier électronique web adresse url uniform resource locator 10 ordinateurs internet utilisent protocole communiquer ensemble 9 appel -t -on ensemble règles nt échange données ordinateurs réseaux s examens www.kiteb.net url protocole tcp ip internet ftp service 1 4 http:b-mehdi.jimdo.com b répondre questions internet abréviation mots n appel -t -on service internet présenter informations formes s multimédia reliées liens hypertextes site web généralement appelée exercice n 2 2.5 points procédure permuter échanger contenu variables entières x 0 procédure permut x entier entier 1 x 2 x 3 4 fin permut tableau déclaration objets locaux objet type nature algorithme appellera procédure permut permuter contenu variables saisies utilisateur 0 début test 1 ecrire(donner 1er entier 2 lire x 3 ecrire(donner 2ème entier s examens www.kiteb.net 4 lire 5 permut(x 6 ecrire(après permutation x x 7 fin test 2 4 http:b-mehdi.jimdo.com exécute algorithme x5 y20 affiche écran permutation x 5 20 compléter t.d.o.l procédure permut b dites permutation réalisée faite modifier entête procédure corriger exercice n 3 4.5 points progra pascal program facile uses wincrt var begin write ch readln ch ph for length(ch downto 1 do ph ph chi end compléter partie déclaration b valeur finale ph suite exécution progra cas ch dinasor ch tnepres ph ph s examens www.kiteb.net c déduire rôle progra 3 4 http:b-mehdi.jimdo.com d transformer boucle for boucle while exercice n 4 8 points 1 ecrire modules procédure fonction décrits ci-dessous effectuant analyse algorithme saisie entier ecrire procédure nommée lecture saisi entier n n 2 20. b remplir tableau ecrire procédure nommée remplissage remplir tableau t n réels c so ecrire fonction nommée so calcule so éléments tableau t. d minimum ecrire fonction nommée minimum retourne minimum tableau t 2 utilisant procédures fonctions précédentes écrire progra principal nommé test affiche so minimum tableau t n réels s examens www.kiteb.net 4 4 http:b-mehdi.jimdo.com,informatique,principal,2,Devoir de synthèse N°3 - Informatique - 2ème Info (2008-2009) 3.pdf,fr,a115d4b4-1627-49c4-9def-ee6cf1cf8862
30,"[SUBJECT]informatique [TYPE]principal [LEVEL]2 tezeghdenti k epreuve informatique handoura k l.s. cité el mahragènne tataouine n 3 nbre 4 2eme technologies 1 2 durée 2 heures a. s cœff 3 nom .prénom numéro 20 partie 01 qcm 7,5 pts cocher réponse(s correcte(s 5 www.google.com adresse ip oui non 6 31.800.6.0 adresse ip valide oui non 7 192.168.2.1 adresse ip valide oui non 8 fibre optique 1 fonction renvoyer valeurs minimum valeur valeur 2 analyse modulaire 0.75 fonction calcul technique décomposition méthode analyse 3 condition arrêt boucle evalué vrai evalué faux nulle 4 boucle répéter jusqu répète traitement maximum fois minimum 0 fois minimum fois protocole réseau support transmission navigateur web 9 protocole tcp ip naviguer web télécharger fichiers echanger messages 10 adresse ip adresse 4 octet 16 octet 32 octet partie 02 problème 12,5 pts 1 http:b-mehdi.jimdo.com ecrire analyse algorithme progra principal chaine lire chaîne ch non vide déterminer nombre voyelle nombre caractères alphabétiques éliminer espaces chaîne afficher résultat modules écrire analyse algorithme correspond procédure saisie var ch lire chaîne ch non vide fonction voyelle ch chercher nombre voyelles chaîne ch fonction alphabet ch calculer nombre caractères alphabétique chaine ch procédure suppespace var ch supprimer espaces chaine ch procédure aficher afficher résultat nombre voyelles nombre alphabet valeur ch suppression espaces exemple ch 2eme technologie info fonction voyelle donne 10 fonction alphabet donne 21 procédure suppespace modifie valeur ch 2emetechnologiedel info nb ensemble caractères voyelles u e analyse algorithme progra principale algorithme progra principal objet type natur role e analyse fonction voyelle algorithme fonction voyelle 2 http:b-mehdi.jimdo.com analyse procédure suppespace algorithme procédure suppespace objet type natur objet type natur role e analyse fonction alphabet algorithme fonction alphabet objet type natur role e algorithme procédure afficher role e bon travail 3 http:b-mehdi.jimdo.com",informatique,principal,2,Devoir de synthèse N°3 - Informatique - 2ème Info (2008-2009) 4.pdf,fr,263b92b3-519b-49a6-9309-718bc9d281fa
31,[SUBJECT]informatique [TYPE]principal [LEVEL]2 niveau 2ème technologie durée 2h coef 3 ibnou khaldoun sbz informatique enseignant azri h. nnoottee synthese n 3 20 nom prenom n noter bien réponses exercices n 1 2 3 faites feuille examen remise fin épreuve travailler exercice n 4 double feuille exercice n 1 5 points question cocher x réponse 1 connecter internet faut 2 connecter internet faut abonnement fsi webcam imprimante modem 3 ftp service internet permettant 4 mot web synonyme mot internet recherche informations vrai discussion abonnés faux téléchargement fichiers 5 servent forums messages électroniques échangés instantanée utilisateurs internet lorsqu utilise service 6 lire articles journaux échanger idées sujet donnée courrier électronique abonner revue irc internet relay chat forum discussion 7 appel -t -on adresse électronique accéder services internet 8 service internet prendre ordinateur distant telnet adresse ip ftp adresse courrier électronique web adresse url uniform resource locator appel -t -on ensemble règles nt échange données ordinateurs réseaux 10 ordinateurs internet utilisent protocole communiquer ensemble 9 url protocole tcp ip internet ftp service 1 4 http:b-mehdi.jimdo.com b répondre questions internet abréviation mots n appel -t -on service internet présenter informations formes s multimédia reliées liens hypertextes site web généralement appelée exercice n 2 2.5 points procédure permuter échanger contenu variables entières x 0 procédure permut x entier entier 1 x 2 x 3 4 fin permut tableau déclaration objets locaux objet type nature algorithme appellera procédure permut permuter contenu variables saisies utilisateur 0 début test 1 ecrire(donner 1er entier 2 lire x 3 ecrire(donner 2ème entier 4 lire 5 permut(x 6 ecrire(après permutation x x 7 fin test 2 4 http:b-mehdi.jimdo.com exécute algorithme x5 y20 affiche écran permutation x 5 20 compléter t.d.o.l procédure permut b dites permutation réalisée faite modifier entête procédure corriger exercice n 3 4.5 points progra pascal program facile uses wincrt var begin write ch readln ch ph for length(ch downto 1 do ph ph chi end compléter partie déclaration b valeur finale ph suite exécution progra cas ch dinasor ch tnepres ph ph c déduire rôle progra 3 4 http:b-mehdi.jimdo.com d transformer boucle for boucle while exercice n 4 8 points 1 ecrire modules procédure fonction décrits ci-dessous effectuant analyse algorithme saisie entier ecrire procédure nommée lecture saisi entier n n 2 20. b remplir tableau ecrire procédure nommée remplissage remplir tableau t n réels c so ecrire fonction nommée so calcule so éléments tableau t. d minimum ecrire fonction nommée minimum retourne minimum tableau t 2 utilisant procédures fonctions précédentes écrire progra principal nommé test affiche so minimum tableau t n réels 4 4 http:b-mehdi.jimdo.com,informatique,principal,2,Devoir de synthèse N°3 - Informatique - 2ème Info (2008-2009) 6.pdf,fr,1130ec26-b1f8-4962-a17e-1a343a9f0346
32,"[SUBJECT]informatique [TYPE]principal [LEVEL]2 handoura k tezeghdenti k epreuve informatique l.s. cité el mahragènne tataouine n 3 nbre 4 2eme technologies 1 2 durée 2 heures a. s cœff nom .prénom numéro partie partie partie partie 01 01 01 01 qcm qcm qcm qcm 7,5 pts 7,5 pts 7,5 pts 7,5 pts cocher réponse(s cocher réponse(s cocher réponse(s cocher réponse(s correcte(s correcte(s correcte(s correcte(s 5 www.google.com adresse www.google.com adresse www.google.com adresse www.google.com adresse ip ip ip ip oui non 6 31 31 31 31.800 800 800 800.6.0 .6.0 .6.0 .6.0 adresse ip adresse ip adresse ip adresse ip valide valide valide valide oui non 7777 192.168.2.1 adresse ip 192.168.2.1 adresse ip 192.168.2.1 adresse ip 192.168.2.1 adresse ip valide valide valide valide oui non 8888 fibre optique fibre optique fibre optique fibre optique protocole réseau support transmission navigateur web 9 protocole tcp ip protocole tcp ip protocole tcp ip protocole tcp ip naviguer web télécharger fichiers echanger messages 10 10 10 10 adresse ip adresse adresse ip adresse adresse ip adresse adresse ip adresse 4 octet 16 octet 32 octet 1 fonction renvoyer fonction renvoyer fonction renvoyer fonction renvoyer valeurs minimum valeur valeur 2 analyse analyse analyse analyse modulaire modulaire modulaire modulaire 0.75 fonction calcul technique décomposition méthode analyse 3333 c c c condition arrêt boucle ondition arrêt boucle ondition arrêt boucle ondition arrêt boucle evalué vrai evalué faux nulle 4444 boucle répéter jusqu répète boucle répéter jusqu répète boucle répéter jusqu répète boucle répéter jusqu répète traitement traitement traitement traitement maximum fois minimum 0 fois minimum fois s examens www.kiteb.net 1 http:b-mehdi.jimdo.com parti parti parti partie 02 e 02 e 02 e 02 problème problème problème problème 12,5 pts 12,5 pts 12,5 pts 12,5 pts ecrire analyse algorithme progra principal chaine chaine chaine chaine lire chaîne ch non vide déterminer nombre voyelle nombre caractères alphabétiques éliminer espaces chaîne afficher résultat modules écrire analyse algorithme correspond procédure saisie var ch saisie var ch saisie var ch saisie var ch lire chaîne ch non vide fonction voyelle ch oyelle ch oyelle ch oyelle ch chercher nombre voyelles chaîne ch fonction alphabet alphabet alphabet alphabet ch calculer nombre caractères alphabétique chaine ch procédure suppespace suppespace suppespace suppespace var ch supprimer espaces chaine ch procédure aficher aficher aficher aficher afficher résultat nombre voyelles nombre alphabet valeur ch suppression espaces exemple exemple exemple exemple ch 2eme technologie info 2eme technologie info 2eme technologie info 2eme technologie info fonction voyelle voyelle voyelle voyelle donne 10 fonction alphabet alphabet alphabet alphabet donne 21 procédure suppes suppes suppes suppespace pace pace pace modifie valeur ch 2emetechnologiedel info 2emetechnologiedel info 2emetechnologiedel info 2emetechnologiedel info nb nb nb nb ensemble caractères voyelles u e s examens www.kiteb.net 2 http:b-mehdi.jimdo.com analyse algorithme progra analyse algorithme progra analyse algorithme progra analyse algorithme progra algorithme fonction v algorithme fonction v algorithme fonction v algorithme fonction voyelle oyelle oyelle oyelle principale principale principale principale algorithme progra principal algorithme progra principal algorithme progra principal algorithme progra principal objet objet objet objet type nature type nature type nature type nature role role role role analyse fonction alphabet analyse fonction alphabet analyse fonction alphabet analyse fonction alphabet objet objet objet objet type nature type nature type nature type nature role role role role analyse fonction voyelle analyse fonction voyelle analyse fonction voyelle analyse fonction voyelle algorithme fonction alphabet algorithme fonction alphabet algorithme fonction alphabet algorithme fonction alphabet s examens www.kiteb.net 3 http:b-mehdi.jimdo.com objet objet objet objet type nature type nature type nature type nature role role role role objet objet objet objet type nature type nature type nature type nature role role role role analyse procédure suppespace analyse procédure suppespace analyse procédure suppespace analyse procédure suppespace algorithme procédure afficher algorithme procédure afficher algorithme procédure afficher algorithme procédure afficher algorithme procédure suppespace algorithme procédure suppespace algorithme procédure suppespace algorithme procédure suppespace s examens www.kiteb.net bon travail bon travail bon travail bon travail 4 http:b-mehdi.jimdo.com",informatique,principal,2,Devoir de synthèse N°3 - Informatique - 2ème Info (2008-2009).pdf,fr,3df57709-a629-4077-b167-81350b0772dd
33,[SUBJECT]informatique [TYPE]principal [LEVEL]2 n 3 république tunisienne ministère éducation 01 juin 2013 epreuve informatique d.r tunis 2 l.s lhrayria 2eme tech 2 3 durée 2h coef 3 ensg ansi zouhaier nom note 20 n.b contient exercices répartis s numérotés 1 4 réponses feuilles rendu surveillant fin examen fautes mots barrés permises exercice 1 1- compléter phrases mots conviennent 5 pts médias multimédia images animées techniques onde vidéo vibratoire auditive sensation engendrée crée corps mouvement regroupe ensemble permettant enregistrement restitution accompagnées non obtenir projection transition animée co cinéma télévision mot désigne applications manipuler temps musique vidéo image 2- valider propositions mettant case correspondante lettre v vraie lettre f 5points extensions extensions images mp3 gif jpeg caractéristiques hauteur amplitude timbre image animée formée ensemble images fixe logiciels présentation citer powerpoint front mozilla firefox séquence vidéo composée ensemble images successives accolé 1 4 exercice 2 2 points différence image fixe image animées image matricielle bitmap image vectorielle exercice 3 4points ecrire progra intitulé surface permettant calculer surface losange prévoir algorithme appelant progra traduction pascal n.b s gd x d 2 gd grande diagonale losange d petite diagonale losange progra surface algorithme appelant 2 4 traduction pascal exercice 4 4points propose supprimer éléments négatifs vecteur v elaborer procédure remplissage(t tab e entier remplir vecteur t taille e. elaborer procédure affichage t tab e entier afficher vecteur t taille e. procédure supprimer(t tab e entier supprimer éléments négatifs vecteur t e entier ecrire algorithme principal intitulé nettoyage permettant supprimer éléments négatifs tableau 3 4 procédure remplissage procédure affichage 0 procédure remplissage(t tab e entier 0 procédure affichage t tab e entier procédure supprimer algorithme principale nettoyage 0 procédure supprimer(t tab e entier 0 début nettoyage 4 4,informatique,principal,2,Devoir de Synthèse N°3 - Informatique - 2ème Informatique (2012-2013) Mr Ansi Zouhaier.pdf,fr,1c89b24f-c2e1-4804-a85e-987b4ccd64c4
34,"[SUBJECT]informatique [TYPE]principal [LEVEL]3 secondaire 2 mars 1934 goubellat 2011 durée 2 heure 3ème 2 esseur mlle hammami fatima n 1 informatique nom prénom note 20 exercice n 1 2,5 points 1 compléter grille basant définitions proposées ci-dessous b c d e f g h 1 2 3 4 ligne 1 déclaration caractère pascal ligne 2 déclaration pascal type réel ligne 3 type donnée contenir caractères pascal ligne 4 structure itérative condition arrêt traitement répète fois 2 donner définition mot trouvé colonne c exercice n 2 3,5 points variable c pouvant recevoir valeurs hiver automne printemps été -t -il type standard contient valeurs non définir type pouvant recevoir valeurs tsaison table nouveaux types tsaison appelle t -on type déclarer variable c objet type nature rôle séquence cprintemps xord(c valeur x exercice n 3 4 points progra pascal program inconnu uses wincrt var b c d e string begin writeln donner chaîne readln(a b unchr(ord(a)4 c:concat(est,imation d:copy(gourmande,5,5 e concat copy(c,1,3 f intelligent d2 concat(a e f d end question remplir tableau donnant résultat instructions compose progra suppose saisi variable chaine moi variable valeurs b c d e f d exercice n 4 10 points écrire analyse déduire algorithme entrer chaîne alphabétique ch formé lettres affiche résultat chaîne symétrique forme xyx déterminer afficher minimum maximum lettres x y. déterminer afficher message indiquant chaîne conce lettre majuscule minuscule exemple 1 ch ici symétrique min c max exemple 2 ch eye symétrique min max e exemple 3 ch del symétrique 1ère lettre chaîne majuscule exemple 4 ch cas symétrique 1ère lettre chaîne minuscule",informatique,principal,3,Devoir de Synthèse N°1 - Algorithmique - 3ème Informatique (2011-2012)  Mlle Hammami Fatima.pdf,fr,5c616e1c-31fe-4387-8993-608ffd9597f4
35,[SUBJECT]informatique [TYPE]principal [LEVEL]3 l.s ahmed noureddine sousse n 1 section 3ème s.info programmation hchaichi lamia durée 2h nb.s 4 2015 nom prénom groupe 20 4pts exercice1 1- déclarer type scalaire appelé saison contenant noms 4 saisons 0.25pt déclarer variable type 0.25pt déduire déclaration pascal 0.5pt 2- déclarer pascal tableau t dimensions stocker quantités entiers produit jour 12 mois 0.5pt 3- ecrire lignes algorithmiques remplient matrice co 1.25pt 2 22 222 2222 22222 4- compléter 1.25pts x b faire nombre répétitions donner formule x10 faire progra arrête répétition traitement x 10 paramètre formél figure ligne fonction entête def fn image ch chaine c caractère v entier):chaine proposer lignes appel fonction exercice2 a- partie progra compléter tableau 2pts solution répéter solution 1 x faire ecrire x finpour solution i0 répéter i1 écrire chi jusqu chi b- propose afficher couples x x allant 2 100 allant 2 9 vérifient propriété produit x contient x. exemple valeurs x 20 6 20 6 120 120 contient valeur 20 algorithme fonction vérifier retourne vrai couple valeurs vérifie propriété décrite faux algorithme progra principal algorithme fonction vérifier algorithme progra principal 0 début pp 1 x 2 100 faire 0 def fn vérifier b entier 1 p b 2 convch ch1 3 convch ch2 4 pos( 0 vérifier ecrire x fin vérifier fin fin fin 2 fin pp 5 fin vérifier demande 1 compléter algorithme fonction vérifier 1.5pts 2 compléter algorithme progra principal appelant module vérifier affichant couples valeurs vérifient propriété décrite 1.25pt 3 proposer instruction simple remplace structure conditionnelle n 4 algorithme fonction vérifier 0.25pt exercice 3 algorithme 0 début calculpoids algorithme algorithme fonction tdo 1 ecrire donner chaîne lire ch1 2 ecrire donner chaîne lire ch2 3 w 0 1 long(ch1 faire tdo local w w ord(ch1i finpour 4 z0 1 long(ch2 faire zz ord(ch2i finpour 5 ecrire poids ch1 w 6 ecrire poids ch2 z 7 fin calcule_factoriel transformer solution précédente solution modulaire utilisant fonction appelée poids ecrire algorithmes nécessaires tdo 2pts demande algorithme principal exercice4 4pts veut saisir n entiers tableau t 2 n 50 r tableau v nombres premiers tableau t afficher tableau v. nombre nombre diviseurs égal 2 1 ecrire analyse modulaire tdo solution correspondante exercice5 5pts nombre narcissique prenez nombre entier long exemple x88593477 comptez nombre n chiffres exemple 88593477 nombre n8 chiffres faites so som(x chiffres élevés puissance n som(x 88 88 58 98 38 48 78 78 som(x 88593477 toutefois som(x x x appelé nombre narcissique nombre parfait nombre armstrong ecrire solution algorithmique modulaire saisie entier x strictement positif effectue traitement nécessaire vérifier afficher x narcissique non,informatique,principal,3,Devoir de Synthèse N°1 - Algorithmique - 3ème Informatique (2015-2016) Mme Hchaichi Lamia.pdf,fr,88f029d0-c83d-47c1-b7f2-a1b8fd57e119
36,[SUBJECT]informatique [TYPE]principal [LEVEL]3 zemzemi .h anne scolaire n 1 prénom nom 3 s.i durée 2 heures exercice n 1 désire écrire progra remplir tableaux telm n chaîne caractère maximum 7 caractère tind p entiers 1 n20 1p n. saisie éléments tableau tind faire répétition progra trier ordre croissant élément tind supprimer tableau telm élément indices tableau indices tind trié exercice n 2 écrire marche entrer chaîne alphabétique ch formé lettres cas chaîne symétrique forme xyx déterminer afficher minimum maximum lettres x y. cas contraire déterminer afficher message indiquant chaîne conce lettre majuscule minuscule exemple 1 ch ici symétrique min c max exemple 2 ch eye symétrique min max e exemple 3 ch del symétrique 1ère lettre chaîne majuscule exemple 4 ch cas symétrique 1ère lettre chaîne minuscule bon travail,informatique,principal,3,Devoir de Synthèse N°1 - Informatique - 3ème Informatique (2010-2011) Mme Hajer.pdf,fr,95b53222-7299-481f-afb7-2eb8c62b44f4
37,[SUBJECT]informatique [TYPE]principal [LEVEL]3 république tunisienne ministère éducation 2015 durée 1.5 heures n 1 discipline système exploitation c.r siliana l.s 2 mars 1934 siliana 3ème science informatique enseignant a. zouhaier nom prénom groupe n note 20 nb feuilles remplies soigneusement remises fin séance utiliser brouillons répondre feuilles examen sujet comporte 3 s numéroté 1 3 exercice n 1 3 pts ordinateur puisse charger système exploitation démarre correctement obligatoirement passer étapes exécution progra bios réalisation autotest progra post définir expliquer taches exercice n 2 6 pts différence logiciel base logiciel application logiciel utilitaire logiciel utilisateur logiciel libre logiciel gratuit système informatique système exploitation multisession multitâche formatage haut niveau formatage niveau exercice n 3 2.5 pts système exploitation gestion processus repose points gestion multitâche utilisation planificateur gestion interruptions utilisation allocateur interruptions compléter phrases utilisant mots responsable répartition temps processeur processus détermine processus activer fonction contexte signaux envoyés matériel destination logiciel signaler évènement arrêt impression sortie forcée processus disque saturé simuler simultanéité processus coopératifs processus synchroniser échanger données gérer accès simultanés ressources fichiers imprimantes mémoire exercice n 4 3 pts evaluer affirmations valide invalide cas invalidité corriger affirmation question logiciel libre logiciel code authentification pouvoir installer logiciel gratuit code source assistant installation moyen interactif convivial utilisé verrouillé ordinateur mise jour logiciel modifier ajouter fonctionnalités logiciel désinstallation logiciel supprimer dossiers contiennent formatage niveau constructeur disque dur droit accès fichier utilisateurs exécuter rwx wx x exercice n 5 4 pts compléter tableau fonction rôle système exploitation gestion mémoire installation logiciels gestion périphériques gestion support stockage exercice n 6 1.5 pts circuler mots intrus justifiant choix piste planificateur cylindre allocateur secteur cluster bus noyau logiciel interpréteur commande périphérique utilitaire système fichier mono utilisateur graphique multiutilisateur mono tâche multitâche textuelle,informatique,principal,3,Devoir de Synthèse N°1 - Informatique - 3ème Informatique (2015-2016) Mr Ansi Zouhaier.pdf,fr,d7541d32-e93f-4963-a3f4-1789688c9ad9
